,effover,R,param_00_crop,param_01_soildepthF,param_02_pref,param_03_arnoB,param_04_interF,param_05_reces,param_06_CCM,param_07_normalStorageLimit,param_08_No
0,0.5146725338682019,0.5146725338682019,1.6714441563694435,1.311709032649028,5.805378462773092,0.0360963019200663,2.38704178279055,0.8438013637328685,7.398691830688334,0.7683361198887375,1090585.0
