,effover,R,param_00_crop,param_01_soildepthF,param_02_pref,param_03_arnoB,param_04_interF,param_05_reces,param_06_CCM,param_07_normalStorageLimit,param_08_No
0,0.48122651770192937,0.48122651770192937,1.479310778511827,1.3764029998639482,5.80170556932492,0.020763632718529206,0.33,1.9173248220116756,6.148408157691567,0.7838504074550002,396298.0
